odiNumber,dateComplaintFiled,make,model,modelYear,components,crash,fire,numberOfInjuries,numberOfDeaths,summary
11703863,12/08/2025,HYUNDAI,PALISADE,2022,ENGINE,False,False,0,0,"The engine is burning oil at a rate that is unreasonable. When the oil level is low, there is no oil light indicator to show that the car is low on oil. My safety is being put at risk because the engine could seize up at any moment and may have slow or no acceleration. I caught the low oil problem just in time because i have a child who was aware of what the issue was with the car. I have had normal oil changes. This is a known issue in Hyundai's and these vehicles need to be repaired/replaced. "
11703184,12/05/2025,HYUNDAI,PALISADE,2022,SEAT BELTS,False,False,0,0,"The contact owns a 2022 Hyundai Palisade. The contact stated that the front driver's side and passenger's side seat belts unbuckled independently while driving. The contact stated that the failure had recurred more frequently with the front passenger's side seat belt. The local dealer was notified of the failure, but the vehicle was not diagnosed or repaired. The contact later received notification of NHTSA Campaign Number: 25V607000 (Seat Belts), which the contact related to the failure; howeve"
11703116,12/04/2025,HYUNDAI,PALISADE,2022,SUSPENSION,False,False,0,0,"Rear suspension has continued to have issues. First noticed after about 20,000 miles. A clunk and gurgling sound in rear. Took to local dealership and they didn’t do anything about it. Took again at 35,000 miles and was ignored again. 42,000 the dealership finally listened and replaced rear shock insulation, problem persisted but was a little more muted. 48,860 miles took it to another dealership and they replaced both rear shocks reporting them both as leaky rear shocks. Now at 70,000 all previ"
11701851,11/28/2025,HYUNDAI,PALISADE,2022,"SUSPENSION,SERVICE BRAKES",False,False,0,0,"Rear shocks failed at 71,000 miles, front shocks are now failing at 73,000 miles. Vehicle is not driven under harsh conditions and all recommended maintenance has been performed. Service advisor said “the Palisade is notorious for this”. Front rotors/brakes have been reported as in good conditions for months. Now, front rotors are suddenly so warped they need to be replaced immediately."
11700176,11/18/2025,HYUNDAI,PALISADE,2022,ENGINE,False,False,0,0,"After my 2022 Palisade Calligraphy with 95K miles stalled several times in intersections and ran rough, dealership said I was 4 quarts of oil low.  Dealership recommended an oil consumption test and vehicle burns 1 quart every 568 miles.  Hyundai denied my claim under their 100K power train warranty since I was 2nd owner, and they did not make a good will offer.  After researching, it appears oil consumption is a common problem with Hyundai vehicles, specifically the Palisade.  Aftermarket warra"
11698735,11/11/2025,HYUNDAI,PALISADE,2022,POWER TRAIN,False,False,0,0,"The radiator is leaking, and from researching online seems to be a major issue with this year of car."
11695760,10/27/2025,HYUNDAI,PALISADE,2022,AIR BAGS,False,False,0,0,"The airbag light came on and we took it in. The dealership reported that the airbag module has failed. This is a safety concern since this is not a common issue for cars to have unless its an older car, its been in an accident or moisture. We park the car inside a garage overnight every night.  The light has been on for a few months and the dealership (Dean Team Hyundai in Ballwin, MO) confirmed the issued was the airbag module."
11695593,10/25/2025,HYUNDAI,PALISADE,2022,UNKNOWN OR OTHER,False,False,0,0,I was driving down the interstate with my sunroof and the panel closed. Sunroof exploded outwards. Not near an overpass or any falling debris. Glass flew everywhere. Thankfully the screen was closed and it did not come inwards.
11692675,10/11/2025,HYUNDAI,PALISADE,2022,ENGINE,False,False,0,0,The oil filter housing is plastic and breaks easily. Most places I tried to get an oil change refuse to work on this car because they don’t want to be liable for any damage to the engine do to a cracked oil filter housing. This is a know issue and the manufacturer has not issued a recall or offered a fix.  This forces owners to bring there vehicles to a Hyundai dealership and pay a premium for an oil change.
11690701,10/01/2025,HYUNDAI,PALISADE,2022,STEERING,False,False,0,0,Rear self leveling shocks need to be replaced for the third time in two years.
11690214,09/28/2025,HYUNDAI,PALISADE,2022,SUSPENSION,False,False,0,0,"The shocks on my 2022 Hyundai Palisade are defective. I had both shocks and the absorbers replaced the first time at 44,349 miles on 5/31/25. I had the driver side rear shock and absorber replaced again at 46,567 miles on 7/24/25. I am having the same driver side rear shock replaced again at 48,484 miles on 10/3/25. Defective shocks are a safety hazard by increasing stopping distance and reducing traction in inclement weather conditions. They also cause uneven wear on my tires, which reduces tra"
11687313,09/15/2025,HYUNDAI,PALISADE,2022,FORWARD COLLISION AVOIDANCE,False,False,0,0,The system that has the issue is the emergency braking system. The brakes of the car have engaged automatically at highway speeds more than 5 times. This has put the safety of the individuals in my car at risk as well as the cars around me because the cars behind me then got way to close because of my vehicle breaking. It is also very jarring for the driver and could make the driver make the driver swerve thinking there is someone getting too close. The emergency braking lights flash on the dash
11685720,09/08/2025,HYUNDAI,PALISADE,2022,"STEERING,SERVICE BRAKES",False,False,0,0,"I went to stop at an intersection, and the car  started vibrating, the antilock blocks engaged, but it would not slow the car down, depressing the brakes further would not cause the car to slow down, and I had to swerve off the road to keep from hitting the car in front of me. The power steering seem to be affected because the steering wheel was vibrating, and it was hard to steer it off the road to prevent a collision. The road was smooth, and there did not seem to be any apparent reason for wh"
11685110,09/04/2025,HYUNDAI,PALISADE,2022,FUEL/PROPULSION SYSTEM,False,False,0,0,I have had multiple injectors fail now on multiple occasions while one almost caused an accident when the vehicle lost power on the highway and shut off due to fuel starvation from bad injectors
11684717,09/03/2025,HYUNDAI,PALISADE,2022,STEERING,False,False,0,0,Vechicle pulls to the right.  This issue was noticed after the right side passenger tire was worn on the outside which normally indicates an alignment issue.  Owner replaced all four tires and has a fron end alignment done at the same time.  This issue continues and the Hyundai dealer is stating that there is not fix for this issue.  Information available online indicates that there is a possible issue where the Steering Torque needs to be set to zero.  This is a safety concern as the vechicle w
11683834,08/29/2025,HYUNDAI,PALISADE,2022,SEAT BELTS,False,False,0,0,"I am writing to report a serious safety concern regarding my vehicle’s front passenger seat belt, which unexpectedly came unlatched. Although Hyundai replaced that one seatbelt, I remain very concerned that other seatbelts in the vehicle could have the same defect.  I was informed that the warranty has been extended in case this issue happens again, allowing for additional replacements. However, this approach does not fully address the risk. If a seatbelt were to unlatch during an accident, it c"
11681972,08/20/2025,HYUNDAI,PALISADE,2022,SEAT BELTS,False,False,0,0,The seat belt buckle in the third row was crushed by the folding of the third row. I had to replace the buckle to use it.
11678316,08/04/2025,HYUNDAI,PALISADE,2022,SUSPENSION,False,False,0,0,Repeated rear suspension failures on cars with self leveling suspension. I will be having my 4th set installed in 3 years.  Rear suspension failure leads to unpredictable cornering and possible accident in and emergency maneuver.  Hyundai has stated that there is no issue to warrant a recall or TSB. I have filed a complaint with Hyundai corporate.
11677852,08/01/2025,HYUNDAI,PALISADE,2022,UNKNOWN OR OTHER,False,False,0,0,"Door locks clicking continuously for long periods, leading to ""child safety lock failure"" message displayed on dash. This occurred briefly last year and went away on its own, but issue has returned. Have received child safety lock failure message multiple times."
11676846,07/28/2025,HYUNDAI,PALISADE,2022,"ELECTRICAL SYSTEM,SEAT BELTS,ENGINE",False,False,0,0,"My car was making a rattling noise from the engine and would stutter at a stop and sometimes kick into park or turn off. No warning lights would turn on, on the dash board warning i was low on oil. The back passenger brake light warning light turned on. The Third seat middle seatbelt does not lock. I took into Hyundai to get it serviced and I had to pay for my car to be put on a diagnostic test. I was told I was low on oil. I never had any warning lights go on, on my Dashboard. My motor could ha"
11676283,07/25/2025,HYUNDAI,PALISADE,2022,SUSPENSION,False,False,0,0,"Auto leveling suspension failed 3 times under 40,000 miles traveled. Numerous online complaints point to design flow or parts quality issue."
11675471,07/22/2025,HYUNDAI,PALISADE,2022,UNKNOWN OR OTHER,False,False,0,0,Passenger side window cracked while driving under normal driving circumstances. I have had this vehicle for less than 30 days
11740710,05/28/2026,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"The contact owns a 2020 Hyunndai Kona. The contact stated while attempting to start the vehicle, the check engine warning light illuminated. The contact's fiance, who is an independent mechanic attached the portable diagnostic tester to the vehicle, and the failure code was P1327. The dealer was made aware of the failure but provided no assistance. The contact was informed that the repair was not covered under warranty. The contact referenced an unknown recall; however, the VIN was not associate"
11740362,05/27/2026,HYUNDAI,KONA,2020,SERVICE BRAKES,False,False,0,0,"I am receiving an intermittent ""check regenerative brake"" message.  The message will clear automatically and then reappear every three to four weeks. An internet search reveals this is a common error for the Kona.  Most people report no repair by the dealer.  In several cases, the brakes stopped working, resulting in collisions.  The hydraulic breaks do not work if the regenerative brake system fails leaving you with no way to stop the car.  The manufacture has no solution."
11738158,05/15/2026,HYUNDAI,KONA,2020,STRUCTURE,False,False,0,0,"2020 Hyundai Kona, ~36,300 miles. Driver's side door latch assembly. On or around May 9, 2026, an abnormal mechanical noise began coming from inside the driver's door whenever the key fob lock/unlock button was pressed, consistent with a failing latch actuator. I booked a service appointment, and on May 15, 2026, an authorized Hyundai dealership confirmed the defect and recommended full replacement of the driver's door latch assembly. The vehicle is available for inspection.  A latch that does n"
11737318,05/12/2026,HYUNDAI,KONA,2020,"VEHICLE SPEED CONTROL,ENGINE",False,False,0,0,The vehicle all shut off as I slowed down for a stop sign. Put in Park turn the key off restarted it got to the next stop sign same thing. Also the red light same had to shut it off put it in put in Park shut off and then restart and step on the gas so I can get through before a car hit me. Happened several times till I finally got the car home done it started knocking loudly and shut off just as I got into my driveway. Check the oil. The oil is fine. Occasionally the oil light would come on if 
11737100,05/11/2026,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"Engine light comes on starts flashing as well as the oil light occasionally. If you slow down or have to stop it completely shuts down you have to put in park and restart the car to get anywhere and start stopping in front in the middle of traffic. So if you slow down to go up a hill or anything, it just stops completely. Also making a clicking or grinding sound not sure."
11733726,04/25/2026,HYUNDAI,KONA,2020,"VEHICLE SPEED CONTROL,SERVICE BRAKES",True,False,1,0,I stopped my car foot on brake put it in park and it accelerated on its own and forced me to crash into a concrete wall still not wanting to stop
11731892,04/17/2026,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"On February 27, 2026, my 2020 Hyundai Kona (Recall 203) suffered a catastrophic engine stall while driving, requiring an emergency tow. The dealership (Rosen Hyundai) and Hyundai Motor America are refusing to perform the Safety Recall 203 remedy unless I first pay $4,715.26 for a timing repair. I was also required to pay $453.05 for wiring repairs just to ""enable"" the recall test, yet the recall remains unaddressed because of a financial paywall. I am reporting an obstruction of a federal safety"
11730363,04/10/2026,HYUNDAI,KONA,2020,POWER TRAIN,False,False,0,0,"The contact owns a 2020 Hyundai Kona. The contact stated that during a regular maintenance visit, the contact was informed that there was a leak coming from the front axle transfer case, which was initially unrepaired. The vehicle was subsequently taken to a dealer in Colorado, where the seal was replaced. However, while an oil change service was being performed later, it was discovered that the failure recurred because the previous repair was performed incorrectly. The first failure was for an "
11729398,04/06/2026,HYUNDAI,KONA,2020,"UNKNOWN OR OTHER,ENGINE",False,False,0,0,Basically normal driving the car stalled.  It slowed to a stall.  I had to restart the car. This has happened a couple to times.
11728446,04/01/2026,HYUNDAI,KONA,2020,UNKNOWN OR OTHER,False,True,0,0,"On 3/29/26 my Kona caught fire while parked in the front left side of the engine and burned completely within eight minutes. This is not an electric car. Prior to that I drove the car all day with no incident. It was later in the evening around 5:40 PM. I had driven from my house to a restaurant which is about 6.8 miles from my house. I parked my car and then my son-in-law noticed that my engine was smoking. My husband went to check to see if it was the radiator, but he noticed that it was fire "
11727112,03/25/2026,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,My car was taken in as a part of recall bulletin 203 for improperly heated piston rings treated pistons rings that result in premature engine failure and possible fire on 12/5/25.  The knock sensor test was performed and the KSDS software was installed.  On 3/12/26 my daughter who was on the way home from a trip called because her checking engine light started flashing and the engine was knocking.  We had it towed to Hyundai and they are denying service under the recall stating improper codes ye
11725552,03/19/2026,HYUNDAI,KONA,2020,"STEERING,POWER TRAIN,ENGINE",False,False,0,0,"My 2020 Hyundai Kona (VIN: [XXX] ) has a persistent engine stalling safety defect that matches Recall 203 (22-01-042H, NHTSA Campaign 21V301000 – Nu 2.0L Atkinson Engine Inspection and Replacement). The recall addresses improperly heat-treated piston oil rings causing cylinder bore scuffing, accelerated oil consumption, abnormal knocking, and potential engine stall while driving (increasing crash/fire risk).I first brought the vehicle to Corona Hyundai for repeated stalling while driving. They p"
11723633,03/11/2026,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"The contact owns a 2020 Hyundai Kona. While the contact’s son was driving the vehicle on the highway at an undisclosed speed, there was a knocking sound coming from the engine and the vehicle failed to stop as intended. The gear shifter was shifted into neutral(N) and restarted; however, the engine failed shortly afterwards, and the vehicle was unable to restart. No warning lights were illuminated. The vehicle was towed to an independent mechanic, where it was diagnosed with piston rings failure"
11715307,02/03/2026,HYUNDAI,KONA,2020,"ELECTRICAL SYSTEM,ENGINE,FORWARD COLLISION AVOIDANCE",False,False,0,0,"many times a year, without warning, vehicle dash lights turn off and light up like a christmas tree, followed by fca warning sound and lights going off, and a loud mechanical thud. Lose engine throttle going highway speeds. This can occur at nearly any speed without warning.  Car must be powered off and back on to get normalcy.  This puts me, everyone in the car and everyone on the highway at risk.  Dealership was not able to reproduce or pull error codes."
11708967,01/05/2026,HYUNDAI,KONA,2020,POWER TRAIN,False,False,0,0,"While driving under normal conditions, the vehicle’s dual-clutch transmission (DCT) failed to engage properly, causing a sudden and unexpected loss of propulsion. When the accelerator was pressed, the vehicle hesitated and did not respond as commanded, resulting in delayed or no acceleration. This occurred while driving in traffic at approximately 30 mph while trying to acceletate to merge onto highway and has happened multiple times. In some instances, the vehicle appeared to remain in gear but"
11699982,11/17/2025,HYUNDAI,KONA,2020,ELECTRICAL SYSTEM,False,False,0,0,"the headlights in this model Kona keep burning out after 9 months or so.  I have replaced them multiple times in the last 5 years on both left and right sides.  I use glove to put in the bulbs and are very careful not to let my hands touch the bulb.  I have never had this happen with any other car I have owned.  I suspect an electrical system issue, or perhaps wiring, but that is speculation.  I have not had this inspected by the dealership.  The latest date of failure is listed below."
11699021,11/12/2025,HYUNDAI,KONA,2020,"POWER TRAIN,VEHICLE SPEED CONTROL",False,False,0,0,"The timing system was repaired in February 2025. After similar symptoms of vehicle stalling, the check engine light came on  Found a software update that needed to be completed to determine if engine needed replaced. Dealership has refused for seven weeks to complete the entire job of the update which includes running a diagnostic of codes.  Instead, they have been arguing that the timing system needs replaced and not providing the codes from the safety software update.  Obviously there's a much"
11695903,10/27/2025,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"Vehicle suddenly began shutting off upon braking and/or acceleration at any speed, idling very hard, and/or barely starting or dying immediately after starting and making a very loud whining noise while driving on an interstate. A mechanic ran a diagnostic test on it and determined that it was a P1327 code and recommended it be taken to dealership for full engine failure. This particular code was known by Hyundai to occur on certain models and years, including Kona 2019-2021, as early as 2022 an"
11695939,10/27/2025,HYUNDAI,KONA,2020,"POWER TRAIN,ENGINE",False,False,0,0,"The vehicle has ~51K miles. It has been maintained according to the manufacturer's recommended repair schedule. At low speeds (<10 mph) or when coming from a full stop the vehicle hard shifts. When driving up inclines at low speeds (<10 mph), the vehicle shakes and stutters on the verge of shutting off. This happened twice on [XXX].  I experienced a full vehicle shut off on [XXX} while the vehicle was stationary, but shifted into drive . In August, the vehicle stuttered and shook before shutting"
11693682,10/15/2025,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,The engine shut down when the car stops at a red light or stop sign. There are metal shavings in the oil due to issues with the pistons.
11693239,10/14/2025,HYUNDAI,KONA,2020,UNKNOWN OR OTHER,False,False,0,0,Car keeps stalling no matter what speed you're driving. Took the car to NTB and they said nothing is wrong with it. It continues to happen even in busy highways where someone almost ran into the back of me. Not safe to drive. Concerned as numerous forums suggest this is a problem with 2019-2021 Hyundai Konas.
11691257,10/03/2025,HYUNDAI,KONA,2020,ENGINE AND ENGINE COOLING,False,False,0,0,"The contact owns a 2020 Hyundai Kona. The contact stated that the vehicle was consuming an excessive amount of engine oil. There was no warning light illuminated. The vehicle was taken to a local dealer, where the vehicle was diagnosed, and the contact was informed that the turbocharger was faulty and needed to be replaced. The vehicle was not repaired. The manufacturer was notified of the failure. The approximate failure mileage was 65,000."
11690319,09/29/2025,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"I purchased a used 2020 Hyundai Kona with the Nu 2.0L engine. I drove the vehicle regularly without issue for several years, including two days before the incident.  On the day of the incident, I attempted to start the vehicle but it ran irregularly. I shut off the vehicle after a few seconds and restarted. The vehicle stalled seconds after starting. On subsequent attempts it failed to start at all.  I learned of Recall 203 (defective piston rings), which affects this model year and engine. I co"
11688598,09/20/2025,HYUNDAI,KONA,2020,"POWER TRAIN,ENGINE,FUEL/PROPULSION SYSTEM",False,False,0,0,"Ignition, speed and driving halts.  I've had this Kona repaired a couple years ago and it took about 6-8mos  to get my vehicle back, the this year 2025 the vehicle again is giving me problems. I thought of applying the lemon law however the week of the 6-8months being in the repair shop, I got the vehicle back, and the owner(mr. Crisostomo was very kind and understanding) so it made me be more patience nonetheless there's only so much he could do if he is not the one repairing the vehicle. I was"
11685967,09/09/2025,HYUNDAI,KONA,2020,ENGINE AND ENGINE COOLING,False,False,0,0,"The contact owns a 2020 Hyundai Kona. The contact stated that while operating the vehicle, there was a knocking sound coming from the engine compartment. The vehicle was taken to the local dealer, who replaced the turbocharger, but the failure persisted.  The contact stated that the vehicle was consuming an excessive amount of engine oil. The vehicle was later examined by an independent mechanic who determined that the pistons were faulty. No further information was available. The vehicle was no"
11685669,09/08/2025,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"2020 Hyundai Kona wirh 22,000 miles, original owner, great condition(except oil usage). First consumption test used 3/4 qt. in 1,000 miles. Seems convenient that Hyundai says 1 qt & the dealership came up with 3/4 so there is no problem. BULL!  No oil light came on to warn of low oil."
11685674,09/08/2025,HYUNDAI,KONA,2020,ENGINE AND ENGINE COOLING,False,False,0,0,"The contact owns a 2020 Hyundai Kona. The contact stated that the vehicle was consuming an excessive amount of engine oil. The contact stated there was a pinging sound inside the vehicle. There were no warning lights illuminated. The vehicle was taken to the local dealer for a multi-point inspection, and it was confirmed that the oil level was extremely low. The contact stated that an oil consumption test was performed. The vehicle had consumed ¾ quarts of oil in a month. The vehicle was not dia"
11684798,09/03/2025,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,Car has extreme oil consumption and power stalls which are related to a recall in 2021 for bad poston rings which werent properly heat protected. I brought in and they said it was checked for recall but engine was never actually replaced. My warning lights come on for oil when this happens. My engine could either seize or I could lose power on highway. Car dealership laughed in my face when brought and told me id have to fork over 10k for a new engine which doesn't seem accurate considering Hyun
11683888,08/29/2025,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"Vehicle showed these warning lights while stalling out at stop signs: FCA, ESC, and DBC. She was able to turn off the car and restart it. We took it to a Hyundai dealership and ran a diagnostic test where they found nothing wrong. They noticed her oil was low, so they topped it off. This was on a Monday. By Saturday, she had this issue again where she stalled out at a stoplight in the center lane of a 4 lane busy road and had to coast to a parking lot where she restarted the car. We then persona"
11682393,08/22/2025,HYUNDAI,KONA,2020,UNKNOWN OR OTHER,False,False,0,0,"The air conditioning system has a drain for condensation.  If it gets plugged up, from debris, algae, etc., it accumulates and sprays it into the passenger cabin.  In my auto it sprays considerable water onto the floor boards of both the driver side and passenger side.  I encountered such spraying onto my right foot making it slip off the accelerator pad while turning left.  While turning right it sprays onto the passenger side. This is an actual spray of water.  The dealer reports this is an ow"
11680070,08/12/2025,HYUNDAI,KONA,2020,"POWER TRAIN,ENGINE",False,False,0,0,"The engine on my 2020 Hyundai Kona failed suddenly while driving, causing complete loss of power. There were no warning lights until after the failure. The vehicle was towed to a Hyundai dealership.  Initially, the dealership stated the failure was related to an open recall from 2021 and warned that repairs might not be covered because the recall had not been completed. I sent them a written request outlining both NHTSA Recall 21V-301 (federally mandated) and Service Campaign 974, asking for doc"
11678493,08/05/2025,HYUNDAI,KONA,2020,ELECTRICAL SYSTEM,False,False,0,0,"Back up camera had not worked since purchase. It is now August been dealing with the dealership and Hyundai National with a case number and zero help to rectify this issue. It is not my fault the sales man who sold me this car left two days later. anyone I speak to at the dealership, is not there again the next week. even hyundai usa are consistently unable to even get a manger to call me back. This is unacceptable. at this point any warranty is expired, this car was sold with a faulty camera."
11677887,08/01/2025,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"I am the original owner of a 2020 Hyundai Kona equipped with the 2.0L Nu MPI engine. This engine has been subject to known manufacturing defects, including excessive oil consumption, timing component wear, and premature failure. Hyundai has acknowledged that my specific engine falls within the range of engines affected by this defect and has confirmed that it is part of a recall/service campaign group.  However, Hyundai is refusing to repair or replace the engine because it passed a vibration te"
11676648,07/28/2025,HYUNDAI,KONA,2020,FUEL/PROPULSION SYSTEM,False,False,0,0,"While driving on the highway, our vehicle suddenly stopped accelerating without warning, forcing us to pull over immediately. There were no warning lamps, messages, or prior symptoms before the failure occurred. We had to stop on a narrow shoulder with no guardrails, leaving us exposed to fast-moving traffic and putting our safety at serious risk. The vehicle was inspected by a local dealership, who diagnosed the issue as a failed fuel injector. This component is available for inspection upon re"
11675152,07/21/2025,HYUNDAI,KONA,2020,UNKNOWN OR OTHER,False,False,0,0,"The horn stopped working. I have owned several cars and never had a horn malfunction. This is an important safety feature and is mandated, like airbags. They should work."
11671093,07/03/2025,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"I was driving when I heard a rattle below the car. About a mile later, my engine died. Turns out the oil plug fell out causing irreparable damage to my engine. Was fortunate to be able to coast down the bottom side of the bridge I was on to a safe spot off to the side."
11668695,06/23/2025,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"Car is losing power. Car is stopping in the middle of the road. Car was towed to my  Personal mechanic on June 21,2025 who has ran a diagnostic on vehicle & vehicle is  throwing out an Engine Failure Code. Check Engine light is blinking ; car is making odd ""knocking type"" noises. First appeared June 20, 2025. Car is not safe to drive due to losing power. Vehicle is now being towed to the dealership (after multiple calls) and the loss of power is concerning/dangerous if vehicle looses power with "
11651114,03/27/2025,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"Recall 203 was done on vehicle immediately upon purchase in 2021. Recall 974 was done and CNDS software installed in 2022. Engine stalled and check engine light came on at the end of February. Took car in March 11th to the dealership was told that the engine would need to be replaced due to code P1327. Said there was piston noise. Told me none of it is covered and that I would be out of pocket almost $9,000.00 with a car that is 5 years old. Have a case open with Hyundai Consumer Affairs (Case#["
11648537,03/16/2025,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,While driving the car it stalled and all dash lights came in.  After about 20 mins it started back up and I proceeded down the road.  After a few minutes the engine light came on blinking.  I got the car to a local mechanic who placed it in the diagnostic machine.  It came back code engine-pistons.  I have a Hyandai 2020 Kona MPI-NU 2.0l engine but it was not included in the recall of the same vehicles.
11647527,03/10/2025,HYUNDAI,KONA,2020,"POWER TRAIN,ENGINE",False,False,0,0,"My vehicle has a very rough idle-vibrating at idle or stopped and not shifting properly-gear slipping.  There is sluggish acceleration or jerking and the problem worsens while at a stop light/stop sign or at times when making a turn. The RPM goes between 200-300 when I accelerate to go from a stop and the car revs as it slowly hits 20 mph and then jerks into the 30-40mph on the streets. I took it to the dealer January 2025 where they could not duplicate the concern, and all they did was a TCM ju"
11643311,02/18/2025,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"The contact owns a 2020 Hyundai Kona. The contact stated that while her daughter was driving approximately 30 MPH, the check engine warning light illuminated, and the vehicle stalled. The driver was unable to restart the vehicle and had the vehicle towed to an independent mechanic. The contact stated that the mechanic had not diagnosed the vehicle; however, an oil change was performed. The vehicle was repaired; however, the check engine warning light remained constantly illuminated. The contact "
11640412,02/03/2025,HYUNDAI,KONA,2020,"POWER TRAIN,ELECTRICAL SYSTEM,ENGINE",False,False,0,0,Vehicle has problems shifting between 1st and 2nd gear. Stutters and has issues accelerating. Has almost caused me to be hit while turning left against traffic. Was serviced at Hyundai dealership today and they cannot replicate the issue or find anything wrong and reprogrammed the clutch touch point engagement. It happened again on the way home.
11630714,12/14/2024,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,Check engine light came on and car lost power while driving.
11616081,09/23/2024,HYUNDAI,KONA,2020,"POWER TRAIN,ENGINE,FUEL/PROPULSION SYSTEM",False,False,0,0,"When stopped at a light, I hit the gas and the car just sputtered. The car jolted and did not move, finally, hit the gas again it was able to move. It has happen before. My roommate's Dad told me I need to keep track of problem and file a report. I was told the injectors needed to be cleaned. I put injector cleaner into it, It seem to help but it happened again.  It seems the dealer just says something needs to be cleaned."
11582248,04/10/2024,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"The vehicle shut down while I was driving approximately 40 mph on a major throughway out of town. I was unfamiliar with the area and had to quickly pull over into a resident's driveway. I immediately shut the vehicle down and tried to restart it. It would not turn over, so I waited a few minutes and tried again. The engine then made a noise that almost sounded like ""I quit"" and would not make any noise when I turned the key after that. I called a local tow company who towed it to Firestone Compl"
11577828,03/17/2024,HYUNDAI,KONA,2020,POWER TRAIN,False,False,0,0,"The issue is when I'm decelerating to around 5 mph and go to accelerate again,  there is a horrible grinding sound from the transmission and I can no longer accelerate.  I then have to stop and re accelerate.  This is dangerous if there is a car coming and I pull out and have to stop all of a sudden.  I have 2 separate videos of the issue.  The dealership won't fix it under warranty because they can't replicate it.  The dealership won't even take a look at anything."
11574843,03/01/2024,HYUNDAI,KONA,2020,SEATS,True,False,2,1,"The Hyundai Kona was struck head-on by another vehicle. There was one driver and one minor passenger in the right rear seat in the Hyundai Kona. The driver had minor injuries while, unfortunately, the accident was fatal to the passenger. The impact of the collision caused the right rear seat to snap forward, fracturing the passenger's neck. The cause of death for the passenger was blunt force trauma caused by the neck fracture. If the seat had stayed in place during the impact, the passenger's n"
11572540,02/17/2024,HYUNDAI,KONA,2020,"VEHICLE SPEED CONTROL,UNKNOWN OR OTHER,ENGINE",False,False,0,0,Loss of power to speed unable to acceleration had to pull over
11568299,01/28/2024,HYUNDAI,KONA,2020,UNKNOWN OR OTHER,False,False,0,0,Muffler pipe fell off while car was sitting in my driveway
11565034,01/12/2024,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"The contact owns a 2020 Hyundai Kona. The contact stated while driving approximately 40 MPH, the check engine warning light illuminated. The contact drove to her destination and while shifting the vehicle into park (P), the vehicle was shaking violently. The contact drove the vehicle to an independent mechanic who determined that the engine was losing compression and referred the contact to a dealer. The contact drove the vehicle for several weeks more due to scheduling at the dealer. The contac"
11559897,12/13/2023,HYUNDAI,KONA,2020,POWER TRAIN,False,False,0,0,"Letter below was sent to Hyundai corporate 7 Feb 22.  They replied I should work with my Dealership to resolve the issue.  Dealership cannot duplicate the fault.  Vehicle has 7 speed DCT and currently has about 40k miles.   ""SUBJECT:  2020 Hyundai Kona DCT disengages and/or makes loud banging noise upon normal acceleration from standing stop.  Occurrence is random but more prevalent in warm weather.     ISSUE:  While our Kona has been a mostly faithful servant over the last 17 months, including "
11556710,11/24/2023,HYUNDAI,KONA,2020,"ELECTRICAL SYSTEM,ENGINE",False,False,0,0,"In May 2023 after washing and vacuuming my car, it would not start. The battery appeared dead. I waited and tried periodically, and after about three tries, It started.  This happened a couple more times, but always restarted and appeared to recharge.  I did not drive the car from June - October, and asked my son to start it periodically while I was away. He tried in Mid June and battery was dead and had to be jumped. The same thing happened in Aug and Sept. Unfortunately, by the time I returned"
11554623,11/11/2023,HYUNDAI,KONA,2020,POWER TRAIN,False,False,0,0,"Vehicle hesitates and does not accelerate from a complete stop, then jerks and changes  into 2nd gear. Same hesitation and lack of power to accelerate occurs at 3rd gear. Causes a near accident when the car would not accelerate as I pulled into normal traffic"
11551145,10/21/2023,HYUNDAI,KONA,2020,POWER TRAIN,False,False,0,0,"Transmission stutters and slips between 1-2k rpms, especially at low speeds and in stop and go traffic. I took my vehicle to the dealer. At less than 20,000 miles they said transmission wear is at 85%. Unacceptable performance and concerning that this will continue to degrade."
